Constituency,Sl_No,Candidate_Name,Party,Symbol
Mudhukulathur,14,SATHIYAM C.SARAVANAN,Independent,Jackfruit
Mudhukulathur,15,V.PANDI,Independent,Electric pole
Mudhukulathur,16,M.BOOMINATHAN (A) M.K.VAIYAVAN,Independent,Matchbox
Mudhukulathur,17,K.MURUGAN,Independent,Road roller
Mudhukulathur,18,R.MOOVENDRAN,Independent,Battery Torch
Mudhukulathur,19,RAVI GOVINTHAN,Independent,Cauliflower
Mudhukulathur,20,K.RAJAKUMAR,Independent,Ship
Vilathikulam,1,R. SATHYA,All India Anna Dravida Munnetra Kazhagam,Two leaves
Vilathikulam,2,BALAJI RAMACHANDRAN,Naam Tamilar Katchi,Farmer Carrying Plough
Vilathikulam,3,MARKANDAYAN G V,Dravida Munnetra Kazhagam,Rising sun
Vilathikulam,4,P. KASIRAM,Tamilaga Vettri Kazhagam,Whistle
Vilathikulam,5,R. PERUMAL,Naam Indiar Party,Spanner
Vilathikulam,6,C. PONPANDI,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm
Vilathikulam,7,P.MADASAMY,Puthiya Tamilagam,Gas cylinder
Vilathikulam,8,K. AJAY KUMAR,Independent,Diamond
Vilathikulam,9,V. GANESAN,Independent,Bat
Vilathikulam,10,A. PATTURAJ,Independent,T.V. Remote
Vilathikulam,11,A. PRABAHAR,Independent,Air conditioner
Vilathikulam,12,M. PONNUSAMY,Independent,Television
Vilathikulam,13,G. MUNIYASAMY,Independent,Calculator
Vilathikulam,14,P. RAJASEKARAN,Independent,Matchbox
Vilathikulam,15,P. JEYAKUMAR,Independent,Balloon
Thoothukkudi,1,P. GEETHA JEEVAN,Dravida Munnetra Kazhagam,Rising sun
Thoothukkudi,2,CHELLAPANDIAN S.T.,All India Anna Dravida Munnetra Kazhagam,Two leaves
Thoothukkudi,3,JACOB DEVADOSS ABISHEAK R.,Naam Tamilar Katchi,Farmer Carrying Plough
Thoothukkudi,4,YESADURAI S.,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm
Thoothukkudi,5,KIDAR SAMSDEEN N.A.,Tamizhaga Vaazhvurimai Katchi,Camera
Thoothukkudi,6,SAHAYAM T.,Communist Party of India (Marxist-Leninist) (Liberation),Flag with three stars
Thoothukkudi,7,PRASANNA KUMAR M.,Makkal Nalvaazhvuk Katchi,Ship
Thoothukkudi,8,PONKUMARAN P.P.M.T,Nam Naadu Nam Makkal Nam Ethirkaalam Katchi,Mike
Thoothukkudi,9,SRIKANTH M.V.,Naam Indiar Party,Spanner
Thoothukkudi,10,SRINATH,Tamilaga Vettri Kazhagam,Whistle
Thoothukkudi,11,SAMUEL J.,Independent,Tea filter
Thoothukkudi,12,DHINAKARAN S.T.R.M.,Independent,Pressure cooker
Thoothukkudi,13,BABU P.,Independent,Pen nib with seven rays
Thoothukkudi,14,MARUTHU PANDIAN P.,Independent,Jackfruit
Thoothukkudi,15,MUNEESWARA MOORTHY S.,Independent,Diamond
Tiruchendur,1,ANITHA R. RADHAKRISHNAN,Dravida Munnetra Kazhagam,Rising sun
Tiruchendur,2,OPHILIYA,Naam Tamilar Katchi,Farmer Carrying Plough
Tiruchendur,3,K R M RADHAKRISHNAN,Bharatiya Janata Party,Lotus
Tiruchendur,4,GOPALAKRISHNAN,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm
Tiruchendur,5,PACKIA SAM. T,Naam Indiar Party,Spanner
Tiruchendur,6,MAHARAJAN. M,Puthiya Makkal Tamil Desam Katchi,Baby walker
Tiruchendur,7,J. MURUGAN,Tamilaga Vettri Kazhagam,Whistle
Tiruchendur,8,RASIK MUSSAMMIL. K,Tamizhaga Vaazhvurimai Katchi,Camera
Tiruchendur,9,SHAIK ABDUL KADER. P.S.J,Independent,Diamond
Tiruchendur,10,MEERA SAHIB,Independent,Black board
Tiruchendur,11,RAJALINGAM. M,Independent,Belt
Tiruchendur,12,VEERAPPA. T,Independent,Bench
Tiruchendur,13,VENKATESH PERUMAL. S,Independent,Ship
Srivaikuntam,1,OORVASI AMIRTHARAJ. S,Indian National Congress,Hand
Srivaikuntam,2,SHUNMUGASUNDARAM. S,Naam Tamilar Katchi,Farmer Carrying Plough
Srivaikuntam,3,SHANMUGANATHAN. S. P,All India Anna Dravida Munnetra Kazhagam,Two leaves
Srivaikuntam,4,SARAVANAN. G,Tamilaga Vettri Kazhagam,Whistle
Srivaikuntam,5,SUDALAIMANI. A,Nam Naadu Nam Makkal Nam Ethirkaalam Katchi,Balloon
Srivaikuntam,6,SUBRAMANIAN. M,Puthiya Makkal Tamil Desam Katchi,Baby walker
Srivaikuntam,7,BHARATH. M,Naam Indiar Party,Spanner
Srivaikuntam,8,MUNDASAMY.  K,Vishwa Tamil Kazhagam,Ring
Srivaikuntam,9,MUTHURAMALINGAM. S,All India Forward Bloc,Lion
Srivaikuntam,10,RAJASUTHAN. N,Puthiya Tamilagam,Gas cylinder
Srivaikuntam,11,VIYANARASU. A,Tamizhaga Vaazhvurimai Katchi,Camera
Srivaikuntam,12,ARUNACHALAM. C,Independent,Ship
Srivaikuntam,13,BISHOP DR GODFREY NOBLE,Independent,Tube light
Srivaikuntam,14,MURUGAN. S,Independent,Bangles
Srivaikuntam,15,VASANTH FERNANDO. T,Independent,Road roller
Ottapidaram,1,M. ANUSIYA,Naam Tamilar Katchi,Farmer Carrying Plough
Ottapidaram,2,P.M.RAMAJEYAM,Dravida Munnetra Kazhagam,Rising sun
Ottapidaram,3,C. ARUNA DEVI,Nam Naadu Nam Makkal Nam Ethirkaalam Katchi,Mike
Ottapidaram,4,DR.K. KRISHNASAMY,Puthiya Tamilagam,Gas cylinder
Ottapidaram,5,R SUNDARARAJ,Amma Makkal Munnettra Kazagam,Pressure cooker
Ottapidaram,6,SUBBULAKSHMI. S,Naam Indiar Party,Spanner
Ottapidaram,7,C .SELVAKUMAR,Tamizhaga Vaazhvurimai Katchi,Camera
Ottapidaram,8,P .MATHANRAJA,Tamilaga Vettri Kazhagam,Whistle
Ottapidaram,9,M. ANANTH,Independent,Balloon
Ottapidaram,10,S .MUTHUSELVAM,Independent,Black board
Ottapidaram,11,G .MURUGAN,Independent,Bangles
Ottapidaram,12,M .LAKSHMANAN,Independent,Bat
Ottapidaram,13,VEDAPRAKASH. A,Independent,Diamond
Kovilpatti,1,KADAMBUR RAJU.C,All India Anna Dravida Munnetra Kazhagam,Two leaves
Kovilpatti,2,KARUNANITHI.K,Dravida Munnetra Kazhagam,Rising sun
Kovilpatti,3,PANDI.P,Naam Tamilar Katchi,Farmer Carrying Plough
Kovilpatti,4,RAMACHANDRAN.R,Bahujan Samaj Party,Elephant
Kovilpatti,5,ARUMUGAVEL.T,Naam Indiar Party,Spanner
Kovilpatti,6,KANNAN.S,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm
Kovilpatti,7,SARAVANAN.S,Thamizh Perarasu Katchi,Matchbox
Kovilpatti,8,BALASUBRAMANIAN.S,Tamilaga Vettri Kazhagam,Whistle
Kovilpatti,9,HARI BALAKRISHNAN.G,Puthiya Makkal Tamil Desam Katchi,Baby walker
Kovilpatti,10,ATHIKUMAR KUDUMBAR.B,Independent,Gas cylinder
Kovilpatti,11,GUNASEKARAN.P,Independent,Flute
Kovilpatti,12,GURUSAMY.K,Independent,Road roller
Kovilpatti,13,CHINNA MAHARAJA.K,Independent,Chappals
Kovilpatti,14,SEKAR.C,Independent,Television
Kovilpatti,15,PARAMASIVAN.S,Independent,Scissors
Kovilpatti,16,POUNDURAI.K,Independent,Bat
Kovilpatti,17,PANDIMUNEESWARI.K,Independent,Diamond
Kovilpatti,18,PREMKUMAR.K,Independent,Green chilli
Kovilpatti,19,PONNUSAMY.M,Independent,Bucket
Kovilpatti,20,MUNEESWARAN.R,Independent,Electric pole
Kovilpatti,21,RENGANAYAGALU.S,Independent,Tiller
Sankarankovil,1,SANGAI. GANESAN,Indian National Congress,Hand
Sankarankovil,2,M. KAVITHA,Naam Tamilar Katchi,Farmer Carrying Plough
Sankarankovil,3,DR. DHILIPAN JAISHANKAR,All India Anna Dravida Munnetra Kazhagam,Two leaves
Sankarankovil,4,S. MARIAPPAN,Bahujan Samaj Party,Elephant
Sankarankovil,5,N.SELVAM,Naam Indiar Party,Spanner
Sankarankovil,6,K. THANGAVEL,Puthiya Makkal Tamil Desam Katchi,Baby walker
Sankarankovil,7,J. PANDI,Bharatha Makkal Katchi,Balloon
Sankarankovil,8,PRABAKARAN,Puthiya Tamilagam,Gas cylinder
Sankarankovil,9,C. RAVI,Tamilaga Makkal Nala Katchi,Electric pole
Sankarankovil,10,C. RAMARAJAN,Tamilaga Vettri Kazhagam,Whistle
Sankarankovil,11,VASANTHI MURUGESAN,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm
Sankarankovil,12,VELRAJ .S,Tamizhaga Vaazhvurimai Katchi,Camera
Sankarankovil,13,S.ARULRAJ,Independent,Binoculars
Sankarankovil,14,ANAND,Independent,Peas
Sankarankovil,15,K. SUBBURAJ,Independent,Nail cutter
Sankarankovil,16,K.SURESH,Independent,Diamond
Sankarankovil,17,V. PAULPANDIAN,Independent,Refrigerator
Sankarankovil,18,S. MUTHUSELVAN,Independent,Lady finger
Sankarankovil,19,K. RAVIKUMAR,Independent,Tooth brush
Sankarankovil,20,M. RAJ,Independent,Bat
Vasudevanallur,1,ANANTHAN AYYASAMY,Bharatiya Janata Party,Lotus
Vasudevanallur,2,ESAI MATHIVANAN,Naam Tamilar Katchi,Farmer Carrying Plough
Vasudevanallur,3,R. RAMESHKUMAR,Bahujan Samaj Party,Elephant
Vasudevanallur,4,E. RAJA,Dravida Munnetra Kazhagam,Rising sun
Vasudevanallur,5,R. AMUTHARANI,Tamilaga Vettri Kazhagam,Whistle
Vasudevanallur,6,K. PAULRAJ,Puthiya Tamilagam,Gas cylinder
Vasudevanallur,7,A. PONNUTHAI,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm
Vasudevanallur,8,K. RAJENDRAN,Puthiya Makkal Tamil Desam Katchi,Baby walker
Vasudevanallur,9,B. VEERALAKSHMI,Tamilaga Makkal Nala Katchi,Electric pole
Vasudevanallur,10,M. ARUMUGASAMY,Independent,Matchbox
Vasudevanallur,11,P. KARPAGAVALLI,Independent,Diamond
Vasudevanallur,12,I. SARAVANAN,Independent,Bat
Vasudevanallur,13,SENTHILKUMAR,Independent,Laptop
Vasudevanallur,14,SELVARAJ .C,Independent,Air conditioner
Vasudevanallur,15,K. NAGARAJAN,Independent,Battery Torch
Vasudevanallur,16,A. PALANIKUMAR,Independent,Camera
Vasudevanallur,17,PRABAKARAN .R,Independent,Pressure cooker
Vasudevanallur,18,K. RAMACHANDRAN,Independent,Lady finger
Kadayanallur,1,ABUBACKER SIDDHEEQ,Naam Tamilar Katchi,Farmer Carrying Plough
Kadayanallur,2,RAJENDRAN. T. M,Dravida Munnetra Kazhagam,Rising sun
Kadayanallur,3,C. KRISHNAMURALI,All India Anna Dravida Munnetra Kazhagam,Two leaves
Kadayanallur,4,T. MAHESHKUMAR,Bahujan Samaj Party,Elephant
Kadayanallur,5,ABDUL JALEEL. R. K,Tamilaga Vettri Kazhagam,Whistle
Kadayanallur,6,KAVITHA. R,Puthiya Tamilagam,Bucket
Kadayanallur,7,SHAHIN FATHIMA. A,Tamizhaga Vaazhvurimai Katchi,Camera
Kadayanallur,8,SURESHKUMAR. S,Naam Indiar Party,Spanner
Kadayanallur,9,RAJAN. B. S,Aanaithinthiya Jananayaka Pathukappu Kazhagam,Gas cylinder
Kadayanallur,10,LAKSHMI. A,Samata Party,Diamond
Kadayanallur,11,M. ARUMUGASAMY,Independent,Matchbox
Kadayanallur,12,ESAKKI. K,Independent,Ship
Kadayanallur,13,ESAKKI PANDI. K,Independent,Peas
Kadayanallur,14,GANESAN. M,Independent,Electric pole
Kadayanallur,15,SEENIVASAN. S,Independent,Television
Kadayanallur,16,NAGARAJAN. L,Independent,Well
Kadayanallur,17,PARTHIPAN. V,Independent,Telephone
Kadayanallur,18,BARISHA BANU. M,Independent,Coat
Kadayanallur,19,MURUGAN. P,Independent,CCTV Camera
Kadayanallur,20,S. MURUGANANTHAM,Independent,Truck
Kadayanallur,21,RAJAMARAVAN. S,Independent,Gas Stove
Kadayanallur,22,VENKATESH. P,Independent,Binoculars
Tenkasi,1,ISAKI PANDIAN,Bahujan Samaj Party,Elephant
Tenkasi,2,DR.KALAI KATHIRAVAN,Dravida Munnetra Kazhagam,Rising sun
Tenkasi,3,S.SELVA MOHANDAS PANDIAN,All India Anna Dravida Munnetra Kazhagam,Two leaves
Tenkasi,4,P. PUSHPALATHA,Naam Tamilar Katchi,Farmer Carrying Plough
Tenkasi,5,GOMATHI SANKAR,Tamizhaga Vaazhvurimai Katchi,Camera
Tenkasi,6,R. SELVAKUMAR,Naam Indiar Party,Spanner
Tenkasi,7,S.THIRUMALAI KUMAR,Puthiya Tamilagam,Gas cylinder
Tenkasi,8,M.POOSA DURAI,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm
Tenkasi,9,S.MANOGARAN,Kamarajar Deseeya Congress,Matchbox
Tenkasi,10,A. RAJAPRAKASH,Tamilaga Vettri Kazhagam,Whistle
Tenkasi,11,GANESHAN. S,Independent,Bicycle pump
Tenkasi,12,K.M.KALIAPPAN,Independent,Battery Torch
Tenkasi,13,R.KRISHNAN,Independent,Bricks
Tenkasi,14,SHAHUL HAMEED,Independent,Truck
Tenkasi,15,S. THANGAPALAM,Independent,Pressure cooker
Tenkasi,16,DURAIRAJ,Independent,Lady finger
Tenkasi,17,P.NOBLE KRISHNA,Independent,Electric pole
Tenkasi,18,G. POORANA SELVAN,Independent,Helmet
Tenkasi,19,M. PONNUDURAI,Independent,Scissors
Tenkasi,20,A.MARIAPPAN,Independent,Brush
Tenkasi,21,K.MUTHU,Independent,Road roller
Tenkasi,22,R. RAMKUMAR,Independent,Water melon
Alangulam,1,PAUL MANOJ PANDIAN,Dravida Munnetra Kazhagam,Rising sun
Alangulam,2,R PAULRAJ,Naam Tamilar Katchi,Farmer Carrying Plough
Alangulam,3,K R P PRABAKARAN,All India Anna Dravida Munnetra Kazhagam,Two leaves
Alangulam,4,A UDHAYAKUMAR,Puthiya Tamilagam,Gas cylinder
Alangulam,5,A SUBASH  CHANDRA BOSE,Thakkam Katchi,Matchbox
Alangulam,6,MADASAMY,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm
Alangulam,7,VIBIN CHAKKARAVARTHY,Tamilaga Vettri Kazhagam,Whistle
Alangulam,8,U ARAVIND,Independent,Electric pole
Alangulam,9,K ARUNKUMAR,Independent,Robot
Alangulam,10,R KOTHERIMOHIDEEN,Independent,Ship
Alangulam,11,T  MARIKUMAR,Independent,Bench
Alangulam,12,JEYANTHI,Independent,Diamond
Alangulam,13,W JAYSON,Independent,Laptop
Tirunelveli,1,THACHAI GANESARAJA,All India Anna Dravida Munnetra Kazhagam,Two leaves
Tirunelveli,2,SATHYA. B.,Naam Tamilar Katchi,Farmer Carrying Plough
Tirunelveli,3,SUBRAMANIAN.S,Dravida Munnetra Kazhagam,Rising sun
Tirunelveli,4,ARUMUGARAJ. S.,Tamizhaga Vaazhvurimai Katchi,Camera
Tirunelveli,5,ESWARA VADIVU. S.,Naam Indiar Party,Spanner
Tirunelveli,6,KANNAN. G.,Aanaithinthiya Jananayaka Pathukappu Kazhagam,Bat
Tirunelveli,7,SELVAKUMAR SINGH,Bahujan Dravida Party,Black board
Tirunelveli,8,CHENDUR MAHARAJAN,Puthiya Makkal Tamil Desam Katchi,Baby walker
Tirunelveli,9,MURUGHAN.R.S.,Tamilaga Vettri Kazhagam,Whistle
Tirunelveli,10,MURUGAN. P.,Thamizhaka Padaippalar Makkal Katchi,Drill machine
Tirunelveli,11,DR.SHYAM KRISHNASAMY,Puthiya Tamilagam,Gas cylinder
Tirunelveli,12,ATHISAYA PNDIYAN. V.,Independent,Television
Tirunelveli,13,ESAKKIRAJA. V.,Independent,Door bell
Tirunelveli,14,SUBRAMANIAN. E.,Independent,Bread
Tirunelveli,15,THALABATHI MURUGAN. M.,Independent,Pressure cooker
Tirunelveli,16,MUGESH SUBRAMANIAN,Independent,Flute
Tirunelveli,17,MURUGAN.S.,Independent,Coconut farm
Tirunelveli,18,MURUGALAKSHMANAN,Independent,Cube
Tirunelveli,19,VEERABAGHU. M.,Independent,Road roller
Tirunelveli,20,VELAYUTHAM. P.,Independent,Sitar
Ambasamudram,1,DR.ESAKKI SUBAYA,All India Anna Dravida Munnetra Kazhagam,Two leaves
Ambasamudram,2,R.ESAIKANNAN,Bahujan Samaj Party,Elephant
